time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	8	1	12.71	1339.19	17020.79	1321.97	16801.88	218.91	220.6683038	0.014210825	17.22	17.35831251
0	16	2	12.71	2685.76	34135.28	1483.4	18853.57	15281.71	15528.18389	1	1202.36	1221.752486
15	24	3	12.71	2461.8	31288.86	1457.28	18521.65	12767.21	13077.32959	0.842167357	1004.52	1028.92011
30	32	4	12.71	2386.45	30331.11	1425.02	18111.67	12219.44	12616.78571	0.812508777	961.43	992.6933051
45	40	5	12.71	2415.96	30706.15	1426.79	18134.12	12572.03	13085.10428	0.842668039	989.17	1029.538794
60	48	6	12.71	2347.02	29830	1448.22	18406.53	11423.47	11985.16951	0.771833306	898.8	942.994585
75	56	7	12.71	2266.23	28803.14	1420.55	18054.8	10748.34	11367.41949	0.732050803	845.68	894.3892092
90	64	8	12.71	2224.59	28273.9	1336.56	16987.35	11286.55	12032.50516	0.774881676	888.03	946.7220329
105	72	9	12.71	2197.32	27927.37	1390.89	17677.81	10249.56	11014.74443	0.709338871	806.43	866.6343091
120	80	10	12.71	2123.36	26987.33	1440.53	18308.69	8678.64	9401.458477	0.605444818	682.83	739.7009084
135	88	11	12.71	2156.77	27411.96	1390.04	17667.04	9744.92	10641.33689	0.685291787	766.73	837.2600528
150	96	12	12.71	2089.99	26563.25	1379.63	17534.73	9028.52	9938.225224	0.640012077	710.36	781.9352087
165	104	13	12.71	2097.96	26664.5	1430.23	18177.89	8486.61	9416.746317	0.60642934	667.73	740.9135118
180	112	14	12.71	2073.56	26354.38	1391.17	17681.39	8672.99	9700.850855	0.624725398	682.39	763.261991
195	120	15	12.71	2002.58	25452.29	1374.39	17468.13	7984.16	9002.115263	0.579727502	628.19	708.2822472
210	128	16	12.71	1964.3	24965.7	1465.07	18620.7	6345	7211.428802	0.464409029	499.23	567.4013555
225	136	17	12.71	1985.9	25240.23	1394.74	17726.8	7513.43	8608.00071	0.554346907	591.16	677.2813082
240	144	18	12.71	1985.97	25241.14	1374.12	17464.68	7776.46	8980.910075	0.578361909	611.85	706.6158418
255	152	19	12.71	1909.98	24275.33	1426.95	18136.18	6139.15	7146.954315	0.460256934	483.03	562.324319
270	160	20	12.71	1883.49	23938.63	1404.48	17850.54	6088.09	7144.439799	0.460095002	479.01	562.1234423
285	168	21	12.71	1833.38	23301.76	1420.72	18057	5244.76	6204.218618	0.399545669	412.66	488.1506217
300	176	22	12.71	1765.94	22444.57	1417.67	18018.18	4426.39	5278.195898	0.339910703	348.27	415.2904027
315	184	23	12.71	1834.72	23318.78	1363.41	17328.58	5990.2	7200.315184	0.463693323	471.31	566.5220776
330	192	24	12.71	1744.47	22171.8	1384.58	17597.64	4574.16	5542.374812	0.356923569	359.89	436.0681024
345	200	25	12.71	1792.19	22778.21	1471.03	18696.45	4081.76	4985.472922	0.321059627	321.16	392.2657098
360	208	26	12.71	1816.26	23084.19	1439.65	18297.62	4786.57	5893.288021	0.37952204	376.61	463.6871918
375	216	27	12.71	1785.32	22690.96	1389.99	17666.35	5024.61	6236.055425	0.401595928	395.33	490.6450035
390	224	28	12.71	1772.49	22527.85	1399.29	17784.66	4743.19	5934.067549	0.382148202	373.2	466.8997045
405	232	29	12.71	1757.93	22342.76	1427.68	18145.49	4197.27	5293.260004	0.340880816	330.25	416.4847904
420	240	30	12.71	1861	23652.81	1387.35	17632.88	6019.93	7652.830897	0.492834896	473.65	602.12716
435	248	31	12.71	1746.21	22193.82	1456.35	18509.76	3684.06	4720.975278	0.304026235	289.86	371.4439759
450	256	32	12.71	1734.42	22044.02	1417.48	18015.76	4028.26	5203.515844	0.33510138	316.94	409.4081096
