time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	8	1	5.86	1454.44	8522.15	1532.61	8980.18	-458.03	-461.7089361	-0.038795741	-78.17	-78.79786812
0	16	2	5.86	3707.01	21720.84	1708.15	10008.72	11712.12	11901.0211	1	1998.86	2031.098984
15	24	3	5.86	3341.58	19579.66	1690.04	9902.6	9677.06	9912.118864	0.832879698	1651.54	1691.656432
30	32	4	5.86	2987.81	17506.77	1439.97	8437.37	9069.4	9364.314263	0.786849648	1547.84	1598.171895
45	40	5	5.86	3129.55	18337.3	1523.85	8928.87	9408.43	9792.395312	0.822819759	1605.7	1671.22986
60	48	6	5.86	3033.98	17777.3	1593.31	9335.84	8441.46	8856.53212	0.744182541	1440.67	1511.508688
75	56	7	5.86	2896.89	16974.04	1505.07	8818.79	8155.25	8624.97351	0.724725504	1391.82	1471.985608
90	64	8	5.86	2949.6	17282.87	1549.99	9081.99	8200.88	8742.895831	0.734634092	1399.61	1492.113582
105	72	9	5.86	2829.46	16578.96	1556.92	9122.61	7456.35	8013.006375	0.673304106	1272.54	1367.541912
120	80	10	5.86	2736.27	16032.92	1497.6	8775.01	7257.91	7862.400041	0.660649198	1238.67	1341.835192
135	88	11	5.86	2847.19	16682.84	1514.27	8872.73	7810.11	8528.547352	0.71662316	1332.92	1455.532808
150	96	12	5.86	2776.39	16267.98	1493.07	8748.47	7519.51	8277.168789	0.695500724	1283.32	1412.626122
165	104	13	5.86	2588.43	15166.67	1494.26	8755.5	6411.17	7113.837149	0.59775015	1094.17	1214.09153
180	112	14	5.86	2638.49	15459.99	1507.72	8834.34	6625.65	7410.874735	0.62270915	1130.77	1264.780787
195	120	15	5.86	2667.68	15631.03	1507.97	8835.81	6795.22	7661.589156	0.643775781	1159.71	1307.569374
210	128	16	5.86	2592.46	15190.28	1507.38	8832.32	6357.96	7226.158529	0.607188112	1085.08	1233.250932
225	136	17	5.86	2677.9	15690.92	1498.47	8780.14	6910.78	7917.555517	0.665283714	1179.43	1351.251596
240	144	18	5.86	2524.19	14790.25	1513.87	8870.36	5919.89	6836.786885	0.574470613	1010.32	1166.802513
255	152	19	5.86	2646.54	15507.12	1539.6	9021.15	6485.97	7550.708369	0.634458868	1106.94	1288.655532
270	160	20	5.86	2504.74	14676.25	1546.8	9063.33	5612.92	6586.822638	0.553467016	957.94	1124.153004
285	168	21	5.86	2478.12	14520.33	1505.54	8821.59	5698.74	6741.248181	0.566442839	972.58	1150.500489
300	176	22	5.86	2453.66	14376.99	1576.75	9238.81	5138.18	6126.961384	0.514826529	876.91	1045.660858
315	184	23	5.86	2281.89	13370.51	1521.82	8916.93	4453.58	5353.273629	0.44981633	760.07	913.6161667
330	192	24	5.86	2318.49	13584.94	1590.68	9320.46	4264.48	5167.144686	0.434176584	727.81	881.865919
345	200	25	5.86	2323.86	13616.43	1557.68	9127.1	4489.33	5483.280044	0.460740301	766.18	935.8143652
360	208	26	5.86	2200.79	12895.34	1500.58	8792.51	4102.83	5051.458328	0.424455875	700.21	862.1077734
375	216	27	5.86	2297.26	13460.55	1546.09	9059.15	4401.4	5462.588011	0.459001624	751.17	932.278874
390	224	28	5.86	2294.88	13446.64	1556.54	9120.42	4326.22	5412.408466	0.454785217	738.34	923.7157765
405	232	29	5.86	2276.29	13337.68	1499.37	8785.4	4552.28	5740.970119	0.482393071	776.92	979.7891397
420	240	30	5.86	2186.99	12814.43	1551.97	9093.62	3720.81	4730.076551	0.39745132	635.02	807.2686354
435	248	31	5.86	2044.92	11982	1605.11	9404.99	2577.01	3302.33506	0.277483338	439.81	563.5988928
450	256	32	5.86	2105.1	12334.64	1642.83	9626.01	2708.63	3498.880191	0.293998318	462.27	597.1385335
