time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	10	1	11.2	1102.91	12354.59	1120.27	12548.99	-17.36	-17.5344709	-0.010896982	-17.36	-17.5344709
0	20	2	11.2	2828.96	31689.41	1251.71	14021.38	1577.25	1609.112564	1	1577.25	1609.112564
15	30	3	11.2	2540.34	28456.36	1163.78	13036.39	1376.56	1418.482493	0.881530929	1376.56	1418.482493
30	40	4	11.2	2474.05	27713.81	1195.45	13391.15	1278.6	1330.780656	0.827027696	1278.6	1330.780656
45	50	5	11.2	2405.65	26947.65	1222.6	13695.27	1183.05	1243.706271	0.772914399	1183.05	1243.706271
60	60	6	11.2	2289.68	25648.58	1228.35	13759.77	1061.33	1126.958982	0.700360564	1061.33	1126.958982
75	70	7	11.2	2202.37	24670.49	1152.24	12907.18	1050.13	1126.273016	0.699934263	1050.13	1126.273016
90	80	8	11.2	2100.33	23527.52	1161.1	13006.36	939.23	1017.455713	0.6323086	939.23	1017.455713
105	90	9	11.2	2060.14	23077.3	1241.62	13908.37	818.52	895.6035347	0.556582277	818.52	895.6035347
120	100	10	11.2	1957.88	21931.74	1199.8	13439.87	758.08	837.8079696	0.520664613	758.08	837.8079696
135	110	11	11.2	2036.6	22813.58	1194.73	13383.18	841.87	939.7610192	0.584024412	841.87	939.7610192
150	120	12	11.2	1888.52	21154.77	1201.53	13459.3	686.99	774.5790621	0.48137034	686.99	774.5790621
165	130	13	11.2	1886.79	21135.47	1252.57	14031.07	634.22	722.2677373	0.448860915	634.22	722.2677373
180	140	14	11.2	1905.62	21346.36	1212.31	13580.03	693.31	797.4963275	0.495612517	693.31	797.4963275
195	150	15	11.2	1799.63	20159.1	1218.62	13650.73	581.01	675.0373134	0.419509069	581.01	675.0373134
210	160	16	11.2	1819.42	20380.72	1198.27	13422.73	621.15	728.9262775	0.452998935	621.15	728.9262775
225	170	17	11.2	1745.15	19548.86	1196.19	13399.5	548.96	650.6849512	0.404375036	548.96	650.6849512
240	180	18	11.2	1741.68	19509.96	1268.72	14211.98	472.96	566.2359241	0.351893296	472.96	566.2359241
255	190	19	11.2	1726.38	19338.52	1211.92	13575.63	514.46	622.110548	0.386617172	514.46	622.110548
270	200	20	11.2	1690.43	18935.86	1278.66	14323.31	411.77	502.9370137	0.31255552	411.77	502.9370137
285	210	21	11.2	1618.77	18133.17	1257.55	14086.86	361.22	445.6291888	0.276940967	361.22	445.6291888
300	220	22	11.2	1585.12	17756.18	1247.63	13975.71	337.49	420.5384358	0.261348053	337.49	420.5384358
315	230	23	11.2	1584.47	17748.95	1227.64	13751.8	356.83	449.1062415	0.279101818	356.83	449.1062415
330	240	24	11.2	1616.28	18105.25	1207.25	13523.41	409.03	519.97904	0.323146467	409.03	519.97904
345	250	25	11.2	1530.58	17145.3	1213.14	13589.37	317.44	407.6010283	0.253307965	317.44	407.6010283
360	260	26	11.2	1532.73	17169.38	1219.92	13665.33	312.81	405.6927004	0.252122014	312.81	405.6927004
375	270	27	11.2	1514.75	16967.92	1250.56	14008.54	264.19	346.0795082	0.215074766	264.19	346.0795082
390	280	28	11.2	1507.6	16887.83	1242.92	13922.97	264.68	350.2059987	0.217639217	264.68	350.2059987
405	290	29	11.2	1471.06	16478.49	1300.32	14565.87	170.74	228.1816293	0.141805884	170.74	228.1816293
420	300	30	11.2	1394.19	15617.42	1231.18	13791.39	163.01	220.0404842	0.136746483	163.01	220.0404842
435	310	31	11.2	1403.2	15718.36	1256.85	14078.98	146.35	199.5372655	0.124004541	146.35	199.5372655
450	320	32	11.2	1400.33	15686.22	1248.37	13983.98	151.96	209.2683351	0.130052017	151.96	209.2683351
