time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	9	1	10.47	1312.14	13737.32	1234.07	12919.98	817.34	824.7292618	0.07834062	78.07	78.77580134
0	18	2	10.47	2230.35	23350.4	1242.74	13010.72	10339.68	10527.47936	1	987.61	1005.547937
15	27	3	10.47	2111.7	22108.13	1255.44	13143.71	8964.42	9209.756478	0.874830162	856.26	879.6939548
30	36	4	10.47	1958.54	20504.72	1305.35	13666.19	6838.53	7089.202106	0.673399763	653.19	677.1332324
45	45	5	10.47	2023.89	21188.89	1324.74	13869.16	7319.73	7656.641507	0.727300548	699.15	731.3303783
60	54	6	10.47	1890.4	19791.34	1248.17	13067.59	6723.75	7096.814594	0.674122869	642.23	677.863876
75	63	7	10.47	1897.61	19866.82	1294.17	13549.13	6317.69	6728.509412	0.639137744	603.44	642.6797959
90	72	8	10.47	1817.41	19027.16	1296.63	13574.9	5452.26	5859.300346	0.55657201	520.78	559.6590101
105	81	9	10.47	1787.71	18716.18	1306.51	13678.39	5037.79	5462.832859	0.518911761	481.2	521.7992754
120	90	10	10.47	1790.84	18748.96	1307.15	13685.02	5063.94	5540.832922	0.526320948	483.69	529.2411593
135	99	11	10.47	1747.79	18298.22	1328.77	13911.34	4386.88	4843.406368	0.460072749	419.02	462.6258608
150	108	12	10.47	1731.84	18131.31	1314.78	13764.94	4366.37	4864.344654	0.462061666	417.06	464.6247527
165	117	13	10.47	1717.3	17979.1	1384.95	14499.52	3479.58	3911.463485	0.37154796	332.35	373.6010925
180	126	14	10.47	1752.57	18348.33	1268.62	13281.67	5066.66	5747.022091	0.545906754	483.95	548.9358553
195	135	15	10.47	1701.99	17818.78	1295.21	13560.08	4258.7	4874.238804	0.463001506	406.78	465.5746731
210	144	16	10.47	1737.82	18193.92	1306.72	13680.5	4513.42	5212.477033	0.495130587	431.1	497.8705392
225	153	17	10.47	1699.75	17795.3	1262.04	13212.74	4582.56	5340.171636	0.507260233	437.71	510.0743965
240	162	18	10.47	1649.47	17268.86	1291.25	13518.54	3750.32	4409.85218	0.418889653	358.22	421.2166556
255	171	19	10.47	1656.54	17342.92	1350.86	14142.66	3200.26	3797.078884	0.360682624	305.68	362.6864922
270	180	20	10.47	1645.99	17232.5	1346.98	14101.99	3130.51	3747.900927	0.356011235	299.01	357.9799637
285	189	21	10.47	1673.97	17525.43	1363.88	14278.93	3246.5	3921.904952	0.37253979	310.09	374.601419
300	198	22	10.47	1709.45	17896.9	1320.05	13820.13	4076.77	4969.429318	0.472043606	389.4	474.6639562
315	207	23	10.47	1710.43	17907.11	1282.37	13425.57	4481.54	5512.216095	0.52360265	428.06	526.5063397
330	216	24	10.47	1645.35	17225.74	1345.59	14087.51	3138.23	3894.864719	0.369971252	299.76	372.0328491
345	225	25	10.47	1609.95	16855.13	1273.53	13333.11	3522.02	4410.705653	0.418970724	336.42	421.3064082
360	234	26	10.47	1722.91	18037.78	1379.71	14444.67	3593.11	4540.413661	0.431291623	343.2	433.6827897
375	243	27	10.47	1753.16	18354.45	1326.9	13891.78	4462.67	5690.210497	0.540510249	426.26	543.5107517
390	252	28	10.47	1701.44	17813.01	1354.35	14179.19	3633.82	4675.258412	0.444100458	347.09	446.5646186
405	261	29	10.47	1707.3	17874.41	1364.32	14283.58	3590.83	4661.714848	0.442813962	342.98	445.2661247
420	270	30	10.47	1628.18	17045.99	1330.84	13933.01	3112.98	4077.893136	0.38735703	297.34	389.5048298
435	279	31	10.47	1614.98	16907.78	1347.29	14105.26	2802.52	3704.391517	0.351878298	267.69	353.8346079
450	288	32	10.47	1686.61	17657.78	1407.24	14732.95	2924.83	3901.013376	0.37055531	279.37	372.6117781
