time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	11	1	7.32	1193.25	8739.69	1168.29	8556.88	182.81	184.8320107	0.015848233	24.96	25.23607563
0	22	2	7.32	2719.42	19917.74	1161.74	8508.89	11408.85	11662.626	1	1557.68	1592.328698
15	33	3	7.32	2443.45	17896.42	1191.13	8724.13	9172.29	9480.025276	0.812855122	1252.32	1294.336011
30	44	4	7.32	2293.22	16796.15	1206.07	8833.57	7962.58	8320.755599	0.713454723	1087.15	1136.052567
45	55	5	7.32	2166.15	15865.45	1171.74	8582.08	7283.37	7695.176217	0.659815055	994.41	1050.634553
60	66	6	7.32	2065.31	15126.86	1229.01	9001.59	6125.27	6543.177064	0.56103806	836.3	893.3580036
75	77	7	7.32	1964.51	14388.54	1247.15	9134.42	5254.12	5674.670674	0.486568863	717.36	774.7789839
90	88	8	7.32	1940.61	14213.53	1199.2	8783.24	5430.29	5929.812179	0.508445712	741.41	809.6109136
105	99	9	7.32	1923.77	14090.18	1219.19	8929.64	5160.54	5697.578302	0.488533054	704.58	777.9030333
120	110	10	7.32	1824.99	13366.72	1288.15	9434.76	3931.96	4389.160722	0.37634412	536.84	599.2627193
135	121	11	7.32	1788.61	13100.2	1196.56	8763.94	4336.26	4894.011063	0.419631999	592.05	668.2023794
150	132	12	7.32	1826.72	13379.34	1191.11	8723.96	4655.38	5312.292847	0.455497145	635.61	725.2998588
165	143	13	7.32	1747.96	12802.53	1158.98	8488.68	4313.85	4977.017305	0.426749285	588.98	679.5237786
180	154	14	7.32	1865.32	13662.06	1121.36	8213.11	5448.95	6356.150518	0.545001659	743.96	867.8225601
195	165	15	7.32	1764.5	12923.64	1233.38	9033.6	3890.04	4587.886408	0.393383652	531.12	626.3992732
210	176	16	7.32	1701.16	12459.76	1156.59	8471.14	3988.62	4756.182289	0.407814011	544.57	649.3659936
225	187	17	7.32	1688.42	12366.44	1194.3	8747.35	3619.09	4363.273651	0.37412446	494.12	595.7245541
240	198	18	7.32	1685.29	12343.48	1147.89	8407.47	3936.01	4797.848172	0.41138661	537.4	655.0703904
255	209	19	7.32	1668.15	12217.97	1217.67	8918.53	3299.44	4066.378326	0.348667472	450.48	555.1918229
270	220	20	7.32	1655.96	12128.66	1173.19	8592.73	3535.93	4406.040094	0.377791425	482.77	601.5684632
285	231	21	7.32	1629.65	11935.95	1151.65	8435	3500.95	4410.704204	0.378191344	478	602.2127165
300	242	22	7.32	1640.28	12013.84	1185.39	8682.13	3331.71	4243.91285	0.363889989	454.89	579.4362404
315	253	23	7.32	1618.34	11853.1	1183.48	8668.08	3185.02	4101.933994	0.351716157	434.86	560.0489218
330	264	24	7.32	1535.66	11247.55	1254.69	9189.65	2057.9	2679.649615	0.22976383	280.97	365.8589593
345	275	25	7.32	1552.44	11370.43	1172.35	8586.61	2783.82	3664.984423	0.31425036	380.09	500.4001442
360	286	26	7.32	1605.65	11760.16	1177.86	8626.93	3133.23	4170.618814	0.357605467	427.79	569.4280414
375	297	27	7.32	1641.19	12020.52	1215.39	8901.81	3118.71	4197.207633	0.359885298	425.8	573.0481545
390	308	28	7.32	1589.85	11644.48	1187.08	8694.45	2950.03	4014.108738	0.34418567	402.77	548.0495373
405	319	29	7.32	1554.44	11385.08	1168.9	8561.32	2823.76	3884.791561	0.3330975	385.54	530.4071658
420	330	30	7.32	1550.57	11356.77	1202.11	8804.57	2552.2	3550.028857	0.304393612	348.46	484.696754
435	341	31	7.32	1577.79	11556.12	1212.35	8879.58	2676.54	3764.160703	0.32275413	365.44	513.9377283
450	352	32	7.32	1676.85	12281.65	1195.98	8759.68	3521.97	5007.919163	0.429398933	480.87	683.7531518
