time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	10	1	9	1220.1	10986.38	1195.88	10768.33	218.05	220.2414389	0.012484003	24.22	24.46341505
0	20	2	9	3281.29	29546.46	1360.86	12253.9	17292.56	17641.89288	1	1920.43	1959.225259
15	30	3	9	2867.14	25817.21	1335.08	12021.77	13795.44	14215.5737	0.805785059	1532.06	1578.718173
30	40	4	9	2672.04	24060.47	1352.56	12179.2	11881.27	12366.15383	0.700953912	1319.48	1373.329
45	50	5	9	2633.35	23712.05	1314.42	11835.69	11876.36	12485.274	0.707706031	1318.93	1386.552987
60	60	6	9	2428.25	21865.26	1298.28	11690.37	10174.89	10804.07006	0.612409911	1129.97	1199.843442
75	70	7	9	2452.29	22081.72	1342.12	12085.19	9996.53	10721.36021	0.607721648	1110.17	1190.666408
90	80	8	9	2317.91	20871.66	1275.18	11482.36	9389.3	10171.30726	0.576542853	1042.73	1129.575924
105	90	9	9	2254.8	20303.39	1258.5	11332.17	8971.22	9816.078217	0.556407313	996.3	1090.125839
120	100	10	9	2223.53	20021.79	1300.77	11712.81	8308.98	9182.843055	0.52051348	922.76	1019.807516
135	110	11	9	2118.6	19076.96	1272.17	11455.26	7621.7	8507.93657	0.48225758	846.43	944.8512472
150	120	12	9	2111.21	19010.44	1323.33	11915.96	7094.48	7999.003864	0.453409615	787.88	888.3322194
165	130	13	9	2069.38	18633.8	1305.48	11755.25	6878.55	7833.487976	0.444027635	763.9	869.951002
180	140	14	9	2044.05	18405.67	1308.65	11783.77	6621.9	7616.998069	0.431756281	735.4	845.9113517
195	150	15	9	1912.35	17219.79	1305.93	11759.26	5460.53	6344.230737	0.35961168	606.42	704.5595215
210	160	16	9	2031.44	18292.15	1299.38	11700.28	6591.87	7735.631105	0.438480789	732.06	859.0803682
225	170	17	9	2019.21	18182.03	1275.09	11481.58	6700.45	7942.075891	0.450182752	744.12	882.009046
240	180	18	9	1865	16793.39	1321.34	11898.03	4895.36	5860.809991	0.332209816	543.66	650.8791916
255	190	19	9	1929.53	17374.5	1304.42	11745.64	5628.86	6806.69669	0.385825758	625.11	755.914016
270	200	20	9	1821.72	16403.7	1363.99	12282.08	4121.62	5034.158036	0.285352488	457.73	559.0726845
285	210	21	9	1914.22	17236.68	1275.15	11482.14	5754.54	7099.249743	0.402408618	639.07	788.4066378
300	220	22	9	1746.54	15726.72	1276.94	11498.26	4228.46	5268.985612	0.298663281	469.6	585.1576327
315	230	23	9	1778.54	16014.87	1324.98	11930.78	4084.09	5140.235715	0.291365317	453.56	570.8506205
330	240	24	9	1810.33	16301.11	1253.83	11290.16	5010.95	6370.16593	0.361081771	556.5	707.4501522
345	250	25	9	1806.82	16269.53	1270.94	11444.23	4825.3	6195.807843	0.351198586	535.88	688.0835403
360	260	26	9	1650.68	14863.62	1304.02	11742.07	3121.55	4048.432112	0.22947833	346.66	449.5937838
375	270	27	9	1756.96	15820.56	1270.77	11442.68	4377.88	5734.86717	0.325070966	486.19	636.8916163
390	280	28	9	1663.95	14983.05	1244.45	11205.72	3777.33	4997.897934	0.283297148	419.5	555.0529563
405	290	29	9	1756.77	15818.83	1279.38	11520.23	4298.6	5744.7672	0.325632132	477.39	637.9971185
420	300	30	9	1675.77	15089.47	1345.04	12111.43	2978.04	4019.933523	0.227862937	330.73	446.4388034
435	310	31	9	1672.45	15059.65	1315.81	11848.23	3211.42	4378.53068	0.248189393	356.64	486.2519327
450	320	32	9	1657.5	14925.02	1308.1	11778.82	3146.2	4332.719372	0.245592658	349.4	481.1684409
