time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	10	1	4.65	1332.54	6200.37	1310.23	6096.58	103.79	104.8331068	0.01381239	22.31	22.53421923
0	20	2	4.65	2943.99	13698.55	1345.15	6259.05	7439.5	7589.787869	1	1598.84	1631.13871
15	30	3	4.65	2739.61	12747.56	1326.61	6172.79	6574.77	6775.001556	0.892647024	1413	1456.032256
30	40	4	4.65	2754.69	12817.7	1360.19	6329.06	6488.64	6753.446422	0.889807006	1394.5	1451.410625
45	50	5	4.65	2491.26	11591.96	1405.37	6539.26	5052.7	5311.757469	0.699855854	1085.89	1141.564771
60	60	6	4.65	2524.09	11744.74	1330.99	6193.17	5551.57	5894.859917	0.776683093	1193.1	1266.877184
75	70	7	4.65	2511.31	11685.28	1267.63	5898.35	5786.93	6206.529769	0.817747462	1243.68	1333.856975
90	80	8	4.65	2383.01	11088.27	1302.52	6060.69	5027.58	5446.312396	0.717584271	1080.49	1170.480844
105	90	9	4.65	2383.74	11091.68	1294.07	6021.4	5070.28	5547.769987	0.730951916	1089.67	1192.288892
120	100	10	4.65	2245.3	10447.49	1321.04	6146.86	4300.63	4752.931205	0.626227147	924.26	1021.465273
135	110	11	4.65	2307.41	10736.49	1412.95	6574.55	4161.94	4645.882353	0.61212282	894.46	998.4660829
150	120	12	4.65	2173.07	10111.43	1470.76	6843.52	3267.91	3684.558236	0.485462611	702.31	791.8523138
165	130	13	4.65	2151.43	10010.7	1309.06	6091.11	3919.59	4463.740343	0.588124519	842.37	959.3148653
180	140	14	4.65	2281.25	10614.78	1299.03	6044.45	4570.33	5257.130851	0.69265847	982.22	1129.821931
195	150	15	4.65	2087.53	9713.38	1390.35	6469.38	3244	3768.990283	0.496587039	697.18	810.0075973
210	160	16	4.65	2047.56	9527.43	1279.84	5955.18	3572.25	4192.074209	0.552330879	767.72	900.9277659
225	170	17	4.65	2003.48	9322.31	1419.25	6603.85	2718.46	3222.203826	0.424544649	584.23	692.4906533
240	180	18	4.65	2061.69	9593.18	1308.42	6088.13	3505.05	4196.306719	0.552888538	753.27	901.8279231
255	190	19	4.65	2084.72	9700.33	1294.17	6021.83	3678.5	4448.224645	0.586080233	790.55	955.9722694
270	200	20	4.65	2044.48	9513.08	1334.97	6211.7	3301.38	4032.314638	0.531281599	709.51	866.5974709
285	210	21	4.65	2019.99	9399.13	1345.72	6261.72	3137.41	3870.553882	0.509968651	674.27	831.8321055
300	220	22	4.65	1882.7	8760.32	1406.44	6544.22	2216.1	2761.430643	0.363835023	476.26	593.4565037
315	230	23	4.65	1908.1	8878.5	1372.21	6384.98	2493.52	3138.344297	0.413495654	535.89	674.4711593
330	240	24	4.65	1975.02	9189.87	1357.91	6318.42	2871.45	3650.328373	0.480952622	617.11	784.5005632
345	250	25	4.65	1979.19	9209.3	1240.21	5770.78	3438.52	4415.147076	0.581722065	738.98	948.8691024
360	260	26	4.65	2028.56	9439.02	1337.19	6222	3217.02	4172.250027	0.549718925	691.37	896.658554
375	270	27	4.65	1995.72	9286.2	1392.87	6481.1	2805.1	3674.581281	0.484148087	602.85	789.7120691
390	280	28	4.65	1793.13	8343.53	1331.62	6196.1	2147.43	2841.328653	0.374362064	461.51	610.6376397
405	290	29	4.65	1943.87	9044.93	1412.17	6570.89	2474.04	3306.375062	0.435634713	531.7	710.5784954
420	300	30	4.65	1810.93	8426.34	1352.6	6293.73	2132.61	2878.722392	0.379288913	458.33	618.6807873
435	310	31	4.65	1934.44	9001.03	1321.04	6146.86	2854.17	3891.447058	0.512721452	613.4	836.324965
450	320	32	4.65	2012.37	9363.67	1336.19	6217.39	3146.28	4332.829542	0.570876238	676.18	931.1862517
