time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	9	1	8.14	993.04	8086.15	1038.74	8458.26	-372.11	-375.4741058	-0.122659175	-45.7	-46.11315642
0	18	2	8.14	1446.19	11776.1	1076.97	8769.59	3006.51	3061.11717	1	369.22	375.9261341
15	27	3	8.14	1491.35	12143.87	1066.65	8685.57	3458.3	3552.946072	1.160669741	424.7	436.3231058
30	36	4	8.14	1362.65	11095.81	1063.65	8661.1	2434.71	2523.956356	0.824521315	299	309.9600981
45	45	5	8.14	1283.96	10455.11	1041.19	8478.21	1976.9	2067.892476	0.675535225	242.77	253.9441836
60	54	6	8.14	1339.41	10906.59	1011.41	8235.73	2670.86	2819.051605	0.920922476	328	346.1989495
75	63	7	8.14	1260.95	10267.74	1041.89	8483.98	1783.76	1899.752275	0.6206075	219.06	233.3047794
90	72	8	8.14	1229.18	10009.02	1039	8460.42	1548.6	1664.211266	0.543661406	190.18	204.3779533
105	81	9	8.14	1200.3	9773.87	1065.9	8679.45	1094.42	1186.757197	0.387687609	134.4	145.7394485
120	90	10	8.14	1220.54	9938.71	1096.69	8930.16	1008.55	1103.529474	0.360498933	123.85	135.513485
135	99	11	8.14	1142.95	9306.88	1105.51	9001.98	304.9	336.6298147	0.109969595	37.44	41.33624226
150	108	12	8.14	1216.3	9904.16	1139.93	9282.28	621.88	692.8040119	0.226323912	76.37	85.07982632
165	117	13	8.14	1169.68	9524.54	1026.7	8360.29	1164.25	1308.756046	0.427541964	142.98	160.7265961
180	126	14	8.14	1183.49	9636.95	1144.62	9320.46	316.49	358.9889634	0.117273839	38.87	44.08954788
195	135	15	8.14	1194.96	9730.4	1063.53	8660.2	1070.2	1224.883267	0.400142562	131.43	150.4264696
210	144	16	8.14	1133.17	9227.22	1089.37	8870.53	356.69	411.9356127	0.134570351	43.8	50.58392395
225	153	17	8.14	1229.46	10011.26	1067.31	8690.96	1320.3	1538.57857	0.502619953	162.15	188.9574453
240	162	18	8.14	1190.73	9695.93	1062.24	8649.64	1046.29	1230.290812	0.401909089	128.49	151.0862824
255	171	19	8.14	1158.91	9436.82	1100.26	8959.28	477.54	566.5967923	0.185094774	58.65	69.58768243
270	180	20	8.14	1167.41	9506.02	1032.22	8405.23	1100.79	1317.884901	0.430524161	135.19	161.8518153
285	189	21	8.14	1103.38	8984.62	1059.76	8629.48	355.14	429.0236639	0.140152644	43.62	52.69474635
300	198	22	8.14	1107.13	9015.21	1053.1	8575.19	440.02	536.3678325	0.175219635	54.03	65.86053814
315	207	23	8.14	1127.57	9181.6	1004.81	8182.01	999.59	1229.478279	0.401643652	122.76	150.9926605
330	216	24	8.14	1157.83	9427.99	1044.5	8505.22	922.77	1145.252042	0.374128783	113.33	140.6541326
345	225	25	8.14	1125.39	9163.85	1077.9	8777.21	386.64	484.198055	0.15817691	47.49	59.47280579
360	234	26	8.14	1075.04	8753.9	1019.22	8299.37	454.53	574.364331	0.187632259	55.82	70.53663556
375	243	27	8.14	1096.68	8930.12	1011.62	8237.46	692.66	883.1890332	0.288518532	85.06	108.4573372
390	252	28	8.14	1117.63	9100.73	1061.4	8642.83	457.9	589.1323255	0.19245664	56.23	72.34529518
405	261	29	8.14	1122.55	9140.75	1030.91	8394.54	746.21	968.7504662	0.31646958	91.64	118.9695833
420	270	30	8.14	1068.19	8698.11	1093.26	8902.24	-204.13	-267.4030433	-0.087354723	-25.07	-32.84080878
435	279	31	8.14	1125.92	9168.2	1010.31	8226.82	941.38	1244.322997	0.406493097	115.61	152.814147
450	288	32	8.14	1121.37	9131.1	1068.85	8703.45	427.65	570.3813111	0.186331094	52.52	70.04893361
