time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	10	1	12.45	1531.87	19073.69	1494.7	18610.84	462.85	467.5017198	0.011332844	37.17	37.54356471
0	20	2	12.45	4952.85	61669.13	1705.38	21234.04	40435.09	41251.933	1	3247.47	3313.073246
15	30	3	12.45	3815.07	47502.3	1788.03	22263.23	25239.07	26007.71411	0.630460495	2027.04	2088.772559
30	40	4	12.45	3449.38	42948.98	1697.02	21130.04	21818.94	22709.38783	0.550504817	1752.36	1823.875168
45	50	5	12.45	3118.28	38826.38	1734.36	21594.95	17231.43	18114.90431	0.439128617	1383.92	1454.875096
60	60	6	12.45	3073.87	38273.4	1728.44	21521.15	16752.25	17788.15129	0.431207703	1345.43	1428.626745
75	70	7	12.45	2824.23	35165.11	1673.2	20833.45	14331.66	15370.8226	0.372608542	1151.03	1234.489092
90	80	8	12.45	2752.67	34274.18	1622.01	20196.02	14078.16	15250.68866	0.36969634	1130.66	1224.829356
105	90	9	12.45	2682.47	33400.05	1621.99	20195.72	13204.33	14447.83832	0.350234214	1060.48	1160.349944
120	100	10	12.45	2613.1	32536.31	1702.66	21200.22	11336.09	12528.31699	0.303702544	910.44	1006.191811
135	110	11	12.45	2624.72	32680.94	1665.6	20738.71	11942.23	13330.84946	0.323156965	959.12	1070.644623
150	120	12	12.45	2597.57	32342.91	1749.04	21777.72	10565.19	11912.21846	0.288767522	848.53	956.7149035
165	130	13	12.45	2656.07	33071.37	1734.91	21601.76	11469.61	13061.91741	0.316637706	921.16	1049.043154
180	140	14	12.45	2548.93	31737.32	1696.04	21117.8	10619.52	12215.35561	0.296115957	852.89	981.0570203
195	150	15	12.45	2593.69	32294.61	1695.22	21107.59	11187.02	12997.46291	0.315075245	898.47	1043.873212
210	160	16	12.45	2417.95	30106.42	1670.81	20803.59	9302.83	10916.97214	0.264641469	747.14	876.7769122
225	170	17	12.45	2401.95	29907.2	1714.71	21350.19	8557.01	10142.66547	0.245871277	687.24	814.588906
240	180	18	12.45	2469.49	30748.16	1754.29	21843.07	8905.09	10661.32837	0.258444334	715.2	856.2498581
255	190	19	12.45	2393.43	29801.13	1737.89	21638.9	8162.23	9870.173343	0.239265717	655.54	792.7114812
270	200	20	12.45	2414.97	30069.37	1771.24	22054.1	8015.27	9789.872885	0.237319131	643.73	786.2535975
285	210	21	12.45	2492.03	31028.85	1771.34	22055.39	8973.46	11070.36072	0.268359806	720.69	889.099441
300	220	22	12.45	2431.06	30269.67	1736.35	21619.64	8650.03	10778.6011	0.261287177	694.71	865.6619655
315	230	23	12.45	2321.2	28901.8	1716.38	21371.05	7530.75	9478.202025	0.229763828	604.82	761.226458
330	240	24	12.45	2408.58	29989.8	1758.28	21892.75	8097.05	10293.36793	0.249524499	650.3	826.6933225
345	250	25	12.45	2299.96	28637.27	1746.92	21751.35	6885.92	8841.696297	0.214334109	553.04	710.1174164
360	260	26	12.45	2280.09	28389.88	1788.3	22266.55	6123.33	7941.530908	0.19251294	491.79	637.8172473
375	270	27	12.45	2339.91	29134.8	1797.65	22382.96	6751.84	8844.670377	0.214406204	542.26	710.3413231
390	280	28	12.45	2311.17	28776.9	1765.57	21983.57	6793.33	8988.457448	0.217891788	545.6	721.8996256
405	290	29	12.45	2273.96	28313.53	1760.15	21915.97	6397.56	8549.87504	0.207259986	513.81	686.6698076
420	300	30	12.45	2302.14	28664.45	1789.47	22281.11	6383.34	8616.607721	0.208877672	512.67	692.0321149
435	310	31	12.45	2205.94	27466.63	1816.23	22614.32	4852.31	6615.761316	0.160374577	389.71	531.3404012
450	320	32	12.45	2371.9	29533.06	1762.44	21944.58	7588.48	10450.3065	0.253328892	609.46	839.3042873
