time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	10	1	2.63	1513.94	4174.48	1581.31	4155.87	18.61	18.79703361	0.00130036	-67.37	-68.04707976
0	20	2	2.63	6831.36	18836.55	1776	4667.53	14169.02	14455.25319	1	5055.36	5157.485046
15	30	3	2.63	6445.95	17773.85	1760.89	4627.81	13146.04	13546.39652	0.937126202	4685.06	4827.741319
30	40	4	2.63	6213.52	16329.85	1616.02	4247.08	12082.77	12575.8772	0.869986643	4597.5	4785.127534
45	50	5	2.63	5604.13	14728.3	1456.8	3828.65	10899.65	11458.48701	0.792686704	4147.33	4359.968156
60	60	6	2.63	5638.03	14817.39	1478.46	3885.56	10931.83	11607.81661	0.803017177	4159.57	4416.783444
75	70	7	2.63	5242.41	13777.65	1693.77	4451.42	9326.23	10002.45798	0.691960068	3548.64	3805.945432
90	80	8	2.63	4571.36	12014.06	1538.93	4044.5	7969.56	8633.321283	0.597244557	3032.43	3284.992203
105	90	9	2.63	4924.77	12942.86	1535.3	4034.93	8907.93	9746.827927	0.674275836	3389.47	3708.670909
120	100	10	2.63	5099.87	13403.04	1626.08	4273.53	9129.51	10089.66895	0.697993236	3473.79	3839.131684
135	110	11	2.63	5027.16	13211.96	1634.26	4295.03	8916.93	9953.773415	0.688592118	3392.9	3787.419865
150	120	12	2.63	4286.51	11265.43	1545.93	4062.89	7202.54	8120.841173	0.561791694	2740.58	3089.995322
165	130	13	2.63	4729.72	12430.25	1646.52	4327.25	8103	9227.92639	0.638378745	3083.2	3511.235671
180	140	14	2.63	4636.3	12184.71	1636.66	4301.32	7883.39	9068.056963	0.627319137	2999.64	3450.407298
195	150	15	2.63	3976.25	10450.03	1664.84	4375.38	6074.65	7057.736383	0.488247165	2311.41	2685.475287
210	160	16	2.63	3782.95	9942.03	1693.85	4451.64	5490.39	6443.032351	0.445722553	2089.1	2451.581561
225	170	17	2.63	4229.26	11114.98	1698.08	4462.75	6652.23	7884.920491	0.545470936	2531.18	3000.219934
240	180	18	2.63	3624.82	9526.44	1556.56	4090.81	5435.63	6507.630616	0.450191396	2068.26	2476.156783
255	190	19	2.63	3643.89	9576.55	1682.57	4422	5154.55	6233.137514	0.431202237	1961.32	2371.725421
270	200	20	2.63	3437.89	9035.15	1644.84	4322.82	4712.33	5755.652859	0.398170325	1793.05	2190.036216
285	210	21	2.63	3691.7	9702.22	1730.89	4548.96	5153.26	6357.463799	0.439803006	1960.81	2419.008277
300	220	22	2.63	3500.2	9198.92	1660.56	4364.13	4834.79	6024.519316	0.416770238	1839.64	2292.332597
315	230	23	2.63	3443.25	9049.24	1536.82	4038.94	5010.3	6305.96363	0.436240275	1906.43	2399.432817
330	240	24	2.63	3493.84	9182.2	1617.02	4249.7	4932.5	6270.436434	0.433782539	1876.82	2385.90583
345	250	25	2.63	3287.74	8640.55	1718.25	4515.75	4124.8	5296.348039	0.366396075	1569.49	2015.265051
360	260	26	2.63	3207.41	8429.44	1771.25	4655.04	3774.4	4895.132919	0.338640414	1436.16	1862.599113
375	270	27	2.63	2962.23	7785.08	1796.92	4722.51	3062.57	4011.857828	0.277536324	1165.31	1526.514674
390	280	28	2.63	3177.57	8351.03	1769.05	4649.26	3701.77	4897.922245	0.338833376	1408.52	1863.654803
405	290	29	2.63	2993.89	7868.27	1809.21	4754.82	3113.45	4160.900163	0.287846924	1184.68	1583.238917
420	300	30	2.63	2898.1	7616.53	1866.16	4904.49	2712.04	3660.87108	0.25325541	1031.94	1392.973298
435	310	31	2.63	3009.08	7908.21	1668.08	4383.91	3524.3	4805.11913	0.332413349	1341	1828.353078
450	320	32	2.63	3078.69	8091.14	1790.79	4706.39	3384.75	4661.2332	0.322459464	1287.9	1773.602848
