time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	7	1	10.25	1573.31	16132.61	1646.42	16882.31	-749.7	-754.9663106	-0.028319092	-73.11	-73.62356538
0	14	2	10.25	4424.56	45369.22	1860.8	19080.58	26288.64	26659.26931	1	2563.76	2599.905065
15	21	3	10.25	3904.94	40041.04	1832.25	18787.78	21253.26	21704.29778	0.814137009	2072.69	2116.676734
30	28	4	10.25	3424.37	35113.37	1775.66	18207.49	16905.88	17385.93403	0.652153434	1648.71	1695.526249
45	35	5	10.25	3307.69	33916.93	1761.82	18065.57	15851.36	16415.98083	0.615770096	1545.87	1600.933439
60	42	6	10.25	3050.12	31275.76	1753.77	17983.06	13292.7	13862.88344	0.520002378	1296.35	1351.956258
75	49	7	10.25	2991.51	30674.83	1751.87	17963.55	12711.28	13349.64494	0.500750594	1239.64	1301.895156
90	56	8	10.25	2776.97	28474.93	1761.46	18061.91	10413.02	11012.78583	0.413094061	1015.51	1074.001024
105	63	9	10.25	2680.98	27490.63	1715.76	17593.33	9897.3	10540.89014	0.395393062	965.22	1027.985206
120	70	10	10.25	2475.02	25378.71	1713.97	17574.97	7803.74	8369.574994	0.313946151	761.05	816.2323513
135	77	11	10.25	2582.77	26483.63	1762.41	18071.69	8411.94	9085.249144	0.340791379	820.36	886.0233178
150	84	12	10.25	2430	24917.06	1759.46	18041.44	6875.62	7478.122975	0.280507425	670.54	729.2986785
165	91	13	10.25	2330.99	23901.83	1734.75	17788.07	6113.76	6696.211834	0.251177621	596.24	653.0431917
180	98	14	10.25	2305.64	23641.95	1781.21	18264.4	5377.55	5931.237525	0.222483124	524.43	578.4267734
195	105	15	10.25	2225.46	22819.74	1764.85	18096.72	4723.02	5245.908427	0.196776152	460.61	511.6044142
210	112	16	10.25	2092.45	21455.92	1786.31	18316.7	3139.22	3511.257942	0.131708709	306.14	342.4215272
225	119	17	10.25	2186.38	22419.02	1803.08	18488.7	3930.32	4426.994217	0.166058348	383.3	431.7375897
240	126	18	10.25	2108.76	21623.13	1843.18	18899.93	2723.2	3088.877201	0.115865036	265.58	301.2426583
255	133	19	10.25	2200.7	22565.89	1752.59	17971	4594.89	5248.513095	0.196873854	448.11	511.8536468
270	140	20	10.25	2102.71	21561.09	1731.66	17756.36	3804.73	4376.481231	0.164163585	371.05	426.8090931
285	147	21	10.25	2073.24	21258.94	1808.13	18540.53	2718.41	3148.880997	0.118115803	265.11	307.0912191
300	154	22	10.25	2057.85	21101.08	1779.34	18245.23	2855.85	3331.322999	0.124959276	278.51	324.8793769
315	161	23	10.25	2053.07	21052.05	1745.02	17893.32	3158.73	3710.512652	0.139182834	308.05	361.8617046
330	168	24	10.25	2037.9	20896.52	1708.48	17518.71	3377.81	3995.735113	0.149881644	329.42	389.6829783
345	175	25	10.25	2032.1	20837.07	1756.3	18009	2828.07	3368.927688	0.126369843	275.8	328.5457065
360	182	26	10.25	2003.42	20542.98	1767.94	18128.39	2414.59	2896.576436	0.108651756	235.48	282.4851504
375	189	27	10.25	1940.25	19895.25	1666.73	17090.58	2804.67	3388.156218	0.127091113	273.52	330.4233613
390	196	28	10.25	1976.46	20266.51	1783.7	18289.99	1976.52	2404.489759	0.090193386	192.76	234.4977263
405	203	29	10.25	1987.35	20378.18	1739.27	17834.42	2543.76	3116.290342	0.116893314	248.08	303.9159779
420	210	30	10.25	1962.87	20127.13	1684.16	17269.34	2857.79	3525.592823	0.132246416	278.71	343.8384121
435	217	31	10.25	1927.33	19762.73	1821.98	18682.49	1080.24	1342.029793	0.050340082	105.35	130.8809512
450	224	32	10.25	1938.87	19881.08	1690.63	17335.6	2545.48	3184.576259	0.119454747	248.24	310.5658699
