time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	9	1	9.05	820.42	7422.83	816.46	7387.03	35.8	36.12365426	0.014929766	3.96	3.995800862
0	18	2	9.05	1086.41	9829.4	823.75	7452.99	2376.41	2419.572679	1	262.66	267.4306874
15	27	3	9.05	1118.76	10122.07	829.62	7506.11	2615.96	2687.553077	1.110755259	289.14	297.0531265
30	36	4	9.05	1029.79	9317.14	798	7220.03	2097.11	2173.981342	0.898498054	231.79	240.2864587
45	45	5	9.05	1024.18	9266.39	836.99	7572.76	1693.63	1771.584164	0.732188861	187.19	195.8059551
60	54	6	9.05	1006.27	9104.3	812.76	7353.55	1750.75	1847.889667	0.76372563	193.51	204.2468254
75	63	7	9.05	972.4	8797.93	852.09	7709.34	1088.59	1159.377567	0.47916625	120.31	128.133379
90	72	8	9.05	1020.79	9235.71	779.09	7048.9	2186.81	2350.067053	0.971273595	241.7	259.7441967
105	81	9	9.05	990.51	8961.74	809	7319.56	1642.18	1780.732199	0.735969708	181.51	196.8241614
120	90	10	9.05	919.79	8321.9	836.11	7564.83	757.07	828.366525	0.342360671	83.68	91.56050406
135	99	11	9.05	921.03	8333.15	825.86	7472.03	861.12	950.7335719	0.392934496	95.17	105.0739897
150	108	12	9.05	954.28	8633.96	798.79	7227.14	1406.82	1567.264649	0.647744398	155.49	173.2232839
165	117	13	9.05	952.44	8617.33	799.49	7233.47	1383.86	1555.623914	0.642933328	152.95	171.9340668
180	126	14	9.05	954.95	8640.03	842.61	7623.6	1016.43	1152.918424	0.476496711	112.34	127.4252588
195	135	15	9.05	976.5	8834.94	805.51	7287.98	1546.96	1770.552624	0.73176253	170.99	195.7043448
210	144	16	9.05	922.58	8347.11	832.16	7529.07	818.04	944.7413961	0.390457953	90.42	104.4246211
225	153	17	9.05	962.39	8707.29	836.44	7567.81	1139.48	1327.864507	0.548801249	125.95	146.7726811
240	162	18	9.05	897.32	8118.59	827.55	7487.32	631.27	742.2852945	0.306783632	69.77	82.03976904
255	171	19	9.05	929.76	8412.08	799.2	7230.89	1181.19	1401.471008	0.57922253	130.56	154.9082322
270	180	20	9.05	981.03	8875.96	814.96	7373.45	1502.51	1798.83106	0.743449898	166.07	198.8218875
285	189	21	9.05	910.97	8242.07	814.56	7369.83	872.24	1053.70164	0.4354908	96.41	116.4672282
300	198	22	9.05	913.79	8267.57	850.94	7698.95	568.62	693.1263964	0.28646645	62.85	76.61178645
315	207	23	9.05	909.67	8230.35	823.15	7447.51	782.84	962.8795565	0.397954385	86.52	106.4180921
330	216	24	9.05	910.39	8236.85	821.61	7433.6	803.25	996.9154859	0.412021302	88.78	110.1850692
345	225	25	9.05	898.36	8127.98	832.6	7533.04	594.94	745.0568768	0.307929116	65.76	82.35274182
360	234	26	9.05	885.23	8009.24	832.31	7530.45	478.79	605.0203464	0.250052562	52.92	66.87206653
375	243	27	9.05	920.74	8330.48	825.35	7467.46	863.02	1100.409724	0.454795069	95.39	121.6287961
390	252	28	9.05	892.36	8073.74	822.35	7440.28	633.46	815.0071258	0.336839283	70.01	90.07458857
405	261	29	9.05	880.84	7969.52	803.98	7274.1	695.42	902.8134831	0.37312931	76.86	99.78177837
420	270	30	9.05	911.99	8251.33	822.32	7440.06	811.27	1062.73486	0.439224194	89.67	117.4645123
435	279	31	9.05	870.29	7874	802.68	7262.34	611.66	808.49668	0.334148541	67.61	89.36739452
450	288	32	9.05	947.64	8573.9	839.16	7592.41	981.49	1309.069456	0.541033327	108.48	144.6859924
