time	num_scans	frame	area	avg_intensity_roi	integrated_intensity_roi	avg_intensity_background	integrated_intensity_background	integrated_intensity_background_subtracted	bleaching_corrected	corrected_relative_intensity	avg_intensity_background_subtracted	avg_intensity_bleach_corrected
-15	10	1	14.48	1279.15	18958.01	1356.98	19643.9	-685.89	-692.7833091	-0.079552916	-77.83	-78.6122045
0	20	2	14.48	1961.84	29076.07	1418.89	20540.05	8536.02	8708.459042	1	542.95	553.9183176
15	30	3	14.48	1855.35	26858.29	1414.96	20483.22	6375.07	6569.219786	0.754349277	440.39	453.8018722
30	40	4	14.48	1770.03	25623.21	1442.3	20878.94	4744.27	4937.887332	0.567021939	327.73	341.104915
45	50	5	14.48	1677.16	24278.9	1433.92	20757.66	3521.24	3701.777835	0.4250784	243.24	255.7111815
60	60	6	14.48	1668.57	24154.48	1398.06	20238.5	3915.98	4158.13068	0.477481798	270.51	287.2374042
75	70	7	14.48	1618.53	23430.15	1401.67	20290.76	3139.39	3367.021459	0.386638031	216.86	232.5841242
90	80	8	14.48	1660.95	24044.14	1394.65	20189.13	3855.01	4176.082479	0.479543219	266.3	288.4793461
105	90	9	14.48	1596	23103.92	1394.74	20190.42	2913.5	3187.876776	0.36606669	201.26	220.2135163
120	100	10	14.48	1624.26	23513.13	1372.28	19865.4	3647.73	4031.365113	0.462925196	251.98	278.4809679
135	110	11	14.48	1648.88	23869.39	1361.37	19707.36	4162.03	4645.982818	0.533502287	287.51	320.941108
150	120	12	14.48	1623.28	23498.87	1371.92	19860.1	3638.77	4102.701719	0.471116842	251.36	283.4076086
165	130	13	14.48	1554.03	22496.4	1358.19	19661.44	2834.96	3228.532914	0.37073527	195.84	223.0281506
180	140	14	14.48	1564.51	22648.14	1395.19	20197.01	2451.13	2819.470617	0.323762287	169.32	194.7643596
195	150	15	14.48	1584.35	22935.25	1352.02	19572.08	3363.17	3907.44607	0.448695464	232.33	269.9289496
210	160	16	14.48	1535.7	22231	1398.55	20245.7	1985.3	2329.771132	0.267529665	137.15	160.947016
225	170	17	14.48	1587.92	22986.99	1414.15	20471.41	2515.58	2981.729178	0.34239458	173.77	205.970424
240	180	18	14.48	1541.25	22311.39	1384.19	20037.73	2273.66	2722.06523	0.312577141	157.06	188.0349591
255	190	19	14.48	1544.79	22362.62	1383.57	20028.86	2333.76	2822.098341	0.324064031	161.22	194.9552201
270	200	20	14.48	1504.6	21780.82	1424.35	20619.06	1161.76	1418.976868	0.16294236	80.25	98.01757134
285	210	21	14.48	1500.77	21725.37	1386.67	20073.66	1651.71	2037.678388	0.233988399	114.1	140.7626666
300	220	22	14.48	1517.91	21973.49	1412.04	20441	1532.49	1909.600129	0.21928106	105.87	131.9221435
315	230	23	14.48	1509.61	21853.33	1394.92	20193.13	1660.2	2089.527736	0.239942305	114.69	144.3488351
330	240	24	14.48	1481.09	21440.5	1417.72	20523.2	917.3	1166.116846	0.133906222	63.37	80.55905866
345	250	25	14.48	1515.18	21933.94	1357.91	19657.34	2276.6	2923.212264	0.335675032	157.27	201.9386773
360	260	26	14.48	1474.57	21346.19	1411.68	20435.78	910.41	1180.73812	0.135585195	62.89	81.56393315
375	270	27	14.48	1517.01	21960.52	1437.65	20811.6	1148.92	1505.044357	0.172825565	79.36	103.9587788
390	280	28	14.48	1500.5	21721.49	1414.61	20478.13	1243.36	1645.126683	0.188911342	85.89	113.6436196
405	290	29	14.48	1439.12	20832.93	1437.7	20812.42	20.51	27.41012778	0.003147529	1.42	1.897727033
420	300	30	14.48	1426.4	20648.83	1406.96	20367.45	281.38	379.8232713	0.04361544	19.44	26.24125522
435	310	31	14.48	1511.71	21883.79	1438.93	20830.13	1053.66	1436.586506	0.16496449	72.78	99.23007981
450	320	32	14.48	1458.78	21117.58	1357.21	19647.13	1470.45	2024.997521	0.232532244	101.57	139.874867
